partition,pca_1,pca_2,kmeans_segment,gmm_segment
train,0.2024930730061818,-0.48896210867637585,3,6
train,-1.0351473235430928,0.06229901086848223,1,6
train,-1.2807277236768995,-0.08108977243451194,1,2
train,-1.4150082247223166,0.19017032491970556,1,2
train,1.3080329814377079,-0.43797270358527124,3,1
train,0.6146641352357941,-0.5890143958948177,3,1
train,-0.07124442373356686,0.31745311604785903,4,6
train,-0.3111021090528145,-0.3779358850718056,3,2
train,-1.143160888135649,-0.015520968039883726,1,2
train,1.2484245009669468,-1.017064210688463,3,1
train,0.9700750730875052,-0.44388082025868375,0,0
train,-0.4502969300783896,-0.40166893880890775,1,2
train,-0.622073352323794,-0.30261216871495766,1,6
train,0.9067706574057129,-0.7754278974149958,3,0
train,-1.4274419042261988,0.008145350315514143,1,2
train,0.4767631384354065,-0.41214252031400744,0,0
train,-1.6278599764387713,0.4599866877568685,1,2
train,1.0193423408245335,-0.3684300107042813,3,6
train,1.473739401315978,-0.23924338368410566,3,0
train,0.7414924981964102,-0.41659035456151305,3,6
train,0.19910571824594636,-0.5050963618191986,3,6
train,-0.8411334279441967,0.7980454871803225,4,6
train,1.2344112829959182,0.05102846088988685,3,0
train,0.7297963760665097,-0.1718637231173881,3,3
train,-0.03508712057550607,-0.6367536729445896,3,6
train,-0.291243007762677,-0.1620853153374117,3,2
train,-0.24102020650470063,-0.6010363427409758,3,6
train,-0.7013982669091223,-0.06374471482557498,1,7
train,-0.6299081070954874,-0.17900771172596125,1,6
train,-0.8739791249489296,-0.05397680782838639,1,2
train,-1.1052257630444433,0.03873028874366362,1,2
train,-2.2520234490452236,0.44443720527401714,1,2
train,1.2351477773601491,-0.7382567911373377,2,1
train,0.28264321186822267,-0.04409424459003735,3,6
train,0.9478691733421792,0.04762165836728317,3,6
train,0.9243998988631291,-0.6852044578660551,0,0
train,-1.3682602752348063,0.3895479675365216,1,2
train,0.22673446321170274,-0.9733981816467823,3,6
train,-0.029821778984728473,-0.3137157826293231,3,6
train,-1.011918715308719,-0.23279801802289846,1,2
train,0.3832880016326996,-0.683108610837411,2,1
train,0.9449538854434752,0.20487038816397948,4,0
